Fecha,Dia_Semana,Hora,Categoria,Producto,Precio,Cliente_Tipo,Calificacion_Cliente
2024-03-19,Martes,09:56,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-19,Martes,12:43,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-19,Martes,14:49,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-03-19,Martes,15:47,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-19,Martes,16:30,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-19,Martes,18:48,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-03-20,Miércoles,07:59,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-20,Miércoles,09:01,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-03-20,Miércoles,10:40,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-20,Miércoles,11:37,Bebidas Calientes,Té Chai,3.75,Nuevo,4
2024-03-20,Miércoles,12:18,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-03-20,Miércoles,13:01,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-20,Miércoles,13:51,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-03-20,Miércoles,16:38,Postres,Galleta de Chocolate,1.75,Nuevo,5
2024-03-20,Miércoles,17:30,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-03-20,Miércoles,17:49,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-21,Jueves,07:27,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-03-21,Jueves,07:37,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-03-21,Jueves,08:32,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-03-21,Jueves,13:37,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-03-21,Jueves,16:48,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-22,Viernes,07:02,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-22,Viernes,07:22,Bebidas Calientes,Latte,3.5,Nuevo,4
2024-03-22,Viernes,07:51,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-22,Viernes,08:06,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-22,Viernes,09:01,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-03-22,Viernes,09:44,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-22,Viernes,09:44,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-03-22,Viernes,11:34,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-03-22,Viernes,16:30,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-22,Viernes,19:43,Panadería,Muffin de Arándanos,2.25,Recurrente,5
2024-03-23,Sábado,07:00,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-23,Sábado,07:10,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-23,Sábado,10:50,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-03-23,Sábado,11:03,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-23,Sábado,11:48,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-23,Sábado,13:35,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-23,Sábado,13:44,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-03-23,Sábado,15:37,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-24,Domingo,07:21,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-24,Domingo,09:25,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-24,Domingo,09:39,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-24,Domingo,11:26,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-24,Domingo,12:05,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-03-24,Domingo,16:30,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-24,Domingo,19:32,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-03-25,Lunes,07:08,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-25,Lunes,07:27,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-25,Lunes,07:51,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-25,Lunes,09:25,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-03-25,Lunes,11:45,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-25,Lunes,13:19,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-03-25,Lunes,13:28,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-03-25,Lunes,15:57,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-03-25,Lunes,16:16,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-25,Lunes,19:01,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-26,Martes,07:01,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-26,Martes,07:25,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-26,Martes,07:37,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-26,Martes,07:37,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-26,Martes,07:48,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-26,Martes,07:55,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-26,Martes,08:27,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-03-26,Martes,08:31,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-03-26,Martes,12:05,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-03-26,Martes,13:14,Bebidas Calientes,Americano,2.5,Recurrente,1
2024-03-26,Martes,14:43,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-26,Martes,14:54,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-26,Martes,15:20,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-26,Martes,16:00,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-03-27,Miércoles,08:32,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-27,Miércoles,10:00,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-27,Miércoles,10:28,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-03-27,Miércoles,11:32,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-27,Miércoles,14:19,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-03-27,Miércoles,16:43,Postres,Galleta de Chocolate,1.75,Recurrente,4
2024-03-28,Jueves,07:09,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-28,Jueves,07:11,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-03-28,Jueves,09:03,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-03-28,Jueves,09:32,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-28,Jueves,09:40,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-28,Jueves,10:23,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-28,Jueves,12:42,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-03-28,Jueves,14:29,Postres,Pastel de Zanahoria,4.25,Nuevo,5
2024-03-29,Viernes,07:26,Bebidas Calientes,Latte,3.5,Nuevo,4
2024-03-29,Viernes,07:27,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-29,Viernes,08:34,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-29,Viernes,08:50,Postres,Galleta de Chocolate,1.75,Nuevo,5
2024-03-29,Viernes,12:45,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-29,Viernes,14:05,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-03-29,Viernes,16:42,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-30,Sábado,07:24,Bebidas Calientes,Té Chai,3.75,Nuevo,5
2024-03-30,Sábado,08:03,Bebidas Calientes,Americano,2.5,Recurrente,1
2024-03-30,Sábado,10:16,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-03-30,Sábado,10:39,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-03-30,Sábado,12:49,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-03-30,Sábado,13:00,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-03-30,Sábado,13:44,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-03-30,Sábado,14:10,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-03-30,Sábado,14:28,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-03-30,Sábado,15:06,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-03-30,Sábado,15:55,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-03-30,Sábado,17:51,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-31,Domingo,07:00,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-03-31,Domingo,07:02,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-03-31,Domingo,09:06,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-03-31,Domingo,10:11,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-31,Domingo,11:08,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-03-31,Domingo,11:22,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-03-31,Domingo,11:41,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-03-31,Domingo,12:17,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-03-31,Domingo,12:38,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-03-31,Domingo,13:06,Postres,Pastel de Zanahoria,4.25,Recurrente,4
2024-03-31,Domingo,13:23,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-03-31,Domingo,15:47,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
